7 5 42 3
Gac4b
Gac7b
Gac14b
Gac9b
Gac10b
2   004007 007016 003004 006006 010016
2   005007 003010 003003 003003 015018
2   010010 013013 003003 012012 015020
2   005010 003013 004004 006014 017033
2   005009 005015 003004 006006 022027
2   005008 011013 003004 009010 011029
2   006011 007013 003003 021021 010016
2   004010 011017 003003 008012 010033
2   004008 008015 003005 006009 010023
2   007010 013013 003004 008011 010010
2   005006 013015 003004 009009 016018
2   004011 011013 003004 006008 013014
2   008010 008013 003003 006022 018022
2   005009 008014 001003 011011 002010
2   008010 012015 003004 006010 016033
2   004008 015016 003004 005011 016022
2   004008 002012 003004 010010 007016
2   005005      0 003003 005010 002036
2   007007 002013 003005      0 016033
2   006006 011011 003005 006006 010018
2   006010 011015 003003 010010 010033
2   007008      0 003003 004010 007013
3   004004 015015 003003      0 016017
3   004010 012012 003003 011019 016017
3   008009 011013 004004 010011 006008
3   007009 011013 004004      0 006008
3   007009 012013 003004 009011 005008
3   004005 003011 003003 002015 005041
3   005010 011013 003004 005019 006008
3   004011 011013 004004 005011 008016
3   004006 012013 004004 002002 016027
3   005006 012015 004004 011011 016016
3   006006 011015 004004 011011 017027
3   004009 011013 004004 012012 007007
3   005007 010015 004005      0 007022
3   004005 011013 004004 002009 025026
3   004006 012013 003003 002009 017034
3   006010 013015 004005 011011 015034
3   004006 007011 003003      0 028029
3   006006 007014 003006      0 019028
3   003006 011013 004004      0 022023
3   005007 007011 004004 003006 004025
3   006006 010010 004004      0 018019
3   002004 012015 004004 009009 018034
3   004007 013015 004004 010012 014034
3   004005 013013 003004 010010 006014
3   005008 011015 003003 010012 007008
3   004007 007013 003005 010012 022038
3   006007 011015 005005 009009 022033
3   005006 007012 003004 005005 001012
3   005005 011015 003003 009009 016031
3   006006 007011 003004 010010 012038
3   006012 011011 004004 009011 016026
3   006007 010011 004004 009011 018019
3   006006 011013 004004 010010 006034
3   006006 003007 004004 002005 017019
3   004009 011012 003004 002002 008018
3   006011 012015 003004 002005 024025
3   004005 007012 004004 005005 016034
3   004005 007012 004004      0      0
3   007010 012013 003004 006006 013022
3   005005 010011 003003 006011 022035
3   005006 011013 003003      0 015031
3   004006 010015 003003      0 008025
3   007008 013013 003003 010019 016022
3   006010 011013 003004 010010 022036
3   0 011014 003004 007007 018022
3   005006      0 003005 001019 018032
3   004004 015017 003003 003007 016033
3   004007 007015 003004 007019      0
3   004006 011013 003004 010019 014033
3   006009 013015 003004 011019 007014
4   005010 013014 002003 011011 018020
4   004009 013013 002003 006011 028029
4   005009 001011 002002 011018 009019
4   005009 010013 002002 016018 020025
4   005010 010013 002002 003006 014015
4   006009 002018 002002      0 022028
4   006010 011016 002004 019019 017035
4   005006 002002 002003 006006 017026
4   005005 013017 002003 011011 015033
4   004009 004013      0 011011 007031
4   007010 013014 002002 003011 004011
4   007010 014017 003004 011019      0
4   004007 011013 002004 011019 007025
4   004006 011011 002004 016016 024025
4   006011 011011 004004 012013 016031
4   005011 009015 002003 006018 018025
4   004006 002013 002003 005015 010023
4   005005 011015 002002      0      0
4   005005 013015      0      0      0
4   004004 011015 002003 011011 006025
4   005006 011012 002004 005011 008026
4   005006 008014 002004 003003 015017
4   006008 002012 002002 011011 004004
4   009009 002012 002002 007018 015018
4   004005 013015 002002 006006 018025
4   004007 010013 002002 010016 024026
4   004006 011011      0 005016      0
4   004005 011011      0      0      0
4   006010 011013 002003 011011 004011
4   004006 015015      0      0 009018
4   004006 011011 003003 013013 004013
4   005007 011011 002002 006013 010018
4   004006 011014 002003 003011 018035
4   002006 013014 002002 011011 017035
4   005007 002002 002002 011021 012022
4   005009 013014 002004 011011 010026
4   005006 015016      0 011011 011015
4   006007 002013 002003      0 017017
4   005007 004013 002002      0 014022
4   007014 011013 003003 003011 018026
4   005006 011015 003003 010010 010037
4   009013 007013 003003 003010      0
4   006010      0 003004 010011 026030
4   006006 013013 003005 003008      0
4   004009      0      0      0 022023
4   006006      0      0 011012 021029
5   005006 011017 003003 003003 011011
5   006006 011012 003003 003003 011018
5   004004 011012 003003 019019 011023
5   004005 012012 003003 003011 011016
5   006010 012017 003003 003016 011013
5   006006 011012 003003 003003 011013
5   005010 017017 003003 003019 017028
5   004006 006017 003004 003003 011023
5   006006 011017 003004 003019      0
5   006006 011017 003003 011019 006011
5   004004 012017 003003 011016 010011
5   006006 011012 003003 003019 011013
5   005006 012017 003003 003003 011023
5   006006 011017 003003 003011 006011
5   004010 017017 003003 019019 006011
5   005010 011011 003003 003003 023024
5   004006 017017 003003 003019 023023
5   006010 011011 003003 003011 006013
5   006010 012017 003003 003011 011021
5   006006 012017 003003 003011 010010
5   006010 012017 003004 003003 013013
5   004006 017017 003003 003016 011011
5   006010 012017 003003 003016 011013
5   005006 012017 003003 003003 011011
5   005006 011017 003003 003003 013016
5   006010 012017 003003 003009 011011
5   004010 012017 003003 003003 011016
5   004010 012012 003003 003019 017023
5   006010 015017 003003 003003 013017
5   004010 011017 003003 003003 006006
5   005010 011012 003003 003003 016021
5   004005 012012 003003 009019 017021
5   006010 011017 003004 003011 015021
5   006006 012012 003004 011016 017018
5   005006 012012 003004 003003 011011
5   006010 012017 003004 016016 011013
5   004006 011012 003003 009016 013016
5   006010 012012 003004 003011 011011
5   006010 006011 003004 003019 021023
5   005006 012012 003003 003016 011016
5   010010 011017 003004 003019      0
5   006006 011012 003004 003003 010010
5   004005 005012 003003 003003 010017
5   004005 012017 003003 003003 010021
5   004010 012017 003003 003009 010021
5   006010 011012 003003 016016      0
5   006006 012012 003005 003016 010024
5   005010 012017 003005 003003 010024
5   004010 012013 003003 003003 010021
5   005010 012012 003004 003016      0
6   005008 013015 003003 006007 009019
6   005006 014015 003003 006006 016016
6   005006 014015 003003 006006 016023
6   005006 013014 003003 006006 015016
6   005008 011013 003003 006007 020033
6   005006 011013 003003 006006 015016
6   006006 011014 003003 007018 028033
6   005010 011013 003003 006008 015023
6   005006 011011 003003 006007 009015
6   005006 014014 003003 006006 023032
6   005006 014014 003003 006006 014022
6   006006 011012 003003 006006 010016
6   006010 011011 003003 007008 009033
6   006006 011014 003003 006006 014034
6   005010 014014 003003 008008 023037
6   005006 011014 003003 006007 014034
6   006010 011014 003003 006010 022029
6   005006 013014 003003 004006 024031
6   006006 011012 003003 006008 015016
6   006006 011011 003003 006007 014020
6   005006 011014 003003 006006 033034
6   006006 011013 003003 006018 016017
6   005006 011011 003003 006019 009026
6   006006 011013 003003 004008 015029
6   006006 011014 003003 004015 016029
6   005010 011014 003003 004006 015032
6   006006 011011 003003 010010 034039
6   010010 011011 003003 006008 016017
6   006010 011011 003003 006006 015024
6   006006 008011 003003 006007 015033
6   006006 014014 003003 006006 016026
6   006006 011011 003003 004006 015016
6   006006 011012 003003 008008 014040
6   005006 013013 003003 004007 028039
6   006010 011011 003003 006008 015016
6   006006 011013 003003 007018 015016
6   005006 013014 003003 005006 034040
6   005008 011011 003003 007008 015016
6   005006 011014 003003 006007 024035
6   005006 011014 003003 006006 023032
6   005006 011014 003003 006007 015015
6   005006 011011 003003 006006 009015
6   006006 014014 003003 006006 022027
6   005006 011011 003003 006007 009009
6   005005 011011 003003 006006 022034
6   005006 011011 003003 007008 009015
6   005006 011014 003003 007016 014034
6   006006 011011      0 004007 014014
6   006006 011011 003003 006010 015015
6   006010 011011 003003 007007 009032
7   004012 011013 003003 014014 027035
7   008012 011015 003003 014014 027037
7   004004 013013 003003 014014 021035
7   004004 013013 003003 014014 035036
7   004004 013013 003003 014014 016027
7   004004 013013 003003 014014 035036
7   008012 011013 003003 014018 026027
7   004004 011013 003003 014014 021026
7   006012 011013 003003 014014 027035
7   004004 013013 003003 014014 026035
7   004008 013013 003003 014014 019026
7   004004 013015 003003 014014 022022
7   001008 011013 003003 014014 016035
7   004006 013013 003003 018018 027039
7   001006 011013 003003 014014 036037
7   004004 011013 003003 014014 016021
7   006012 013015 003003 014014 027028
7   004010 011011 003003 017018 035036
7   004012 011011 003003 014014 035036
7   004004 011011 003003 014014      0
7   004012 011013 003003 014014 021026
7   004010 011013 003003 014018 035036
7   001001 011013 003003 014014 015016
7   004008 011013 003003 014014 016027
7   004012 011011 003003 014018 020035
7   001012 011013 003003 014017 027037
7   004012 013013 003003 014014 021035
7   004004 013013 003003 014014 026027
7   004004 011013 003003 014014 026035
7   004004 013013 003003 014014 016020
7   004012 011013 003003 014014 027028
7   004004 011011 003003 014014 035036
7   004008 013013 003003 014018 035036
7   004008 013013 003003 014014 035036
7   004004 011013 003003 014014 035036
7   004010 013013 003003 014014 027028
7   004010 013013 003003 014018 021022
7   004004 014014 003003 014018 021027
7   004004 011013 003003 018018 016020
7   004012 011011 003003 014018 019035
7   004005 002013 003003 018018 021022
7   005005 011013 003003 014014 027035
7   005013 011013 003003 014014      0
7   0 011011 003003 014014 016016
7   005013 011013 003003 014014 026027
7   004005      0 003003 014014 035036
7   005005 011013 003003 014018 035036
7   004005 002011 003003 014014 035036
7   005007 002013 003003 014014 022022
7   008008 002013 003003 013014 026027
